# T E Cv Mx My rho_m chi_x chi_y
100.0 2.94818 0.00017661983466668365 1.5371950917173782e-06 9.597222222222223e-07 0.48704499999999995 3.6276513194444436e-09 3.1597110879629632e-09
83.37822234717892 2.930355 0.00027956223664658543 1.8048209977479859e-06 -1.5621527777777778e-06 0.48258875 4.397297977021049e-09 4.578875517674657e-09
69.51927961775606 2.9263600000000003 0.0003956481800776449 -8.197171009431878e-07 -1.8996527777777775e-06 0.48158999999999996 4.82300404680036e-09 5.604090381637189e-09
57.963939533849675 2.8936599999999997 0.0005851984896604585 -8.527944601155098e-07 -2.4444444444444455e-07 0.47341500000000003 6.2116960330763036e-09 5.5849308241642985e-09
48.32930238571752 2.8793849999999996 0.0007308503714694017 2.3815698604072067e-07 -1.6534722222222222e-06 0.46984625 7.1655687213548935e-09 7.760882390463563e-09
40.296113202004 2.85594 0.0010970076593719781 -4.967617941152408e-07 4.451388888888891e-07 0.46398500000000004 8.006847803625519e-09 7.558500551626241e-09
33.59818286283783 2.8240350000000003 0.0016428658035496653 3.3257781131444074e-07 4.40625e-07 0.45600874999999996 1.0866630577109762e-08 1.1100463055081554e-08
28.013567611988687 2.7954000000000003 0.002370243221206459 2.1662663225219086e-06 -3.2541666666666663e-06 0.44885 1.4144088773013281e-08 1.2077427470313567e-08
23.357214690901223 2.7564049999999995 0.00348398944491704 2.145217093957703e-06 1.835763888888889e-06 0.43910125000000005 1.6125358093385255e-08 1.591945584797488e-08
19.474830399087562 2.710895 0.0049334019809265895 3.6204673130432786e-07 -7.534722222222224e-07 0.42772375 1.929122838775883e-08 1.7612499901998668e-08
16.237767391887218 2.6519850000000003 0.006908162564145913 -4.101592537367962e-07 1.4930555555555576e-07 0.41299625 2.65969145714301e-08 2.3592965878135038e-08
13.538761800225446 2.5899650000000003 0.008091191728869981 -1.3874448656463192e-06 2.076041666666667e-06 0.39749124999999996 2.65724870406279e-08 3.296076238873799e-08
11.288378916846895 2.52782 0.013455021084431775 -7.493525368857015e-07 2.4138888888888885e-06 0.381955 3.5270858698243087e-08 3.9929339474616984e-08
9.41204967268067 2.431245 0.017015951829907356 -2.0495934556231718e-06 4.097222222222223e-07 0.35781124999999997 4.779950247952015e-08 4.759984386905685e-08
7.847599703514615 2.32988 0.023829433729993542 -2.4248711305964276e-06 2.532638888888889e-06 0.33247000000000004 5.546298334658117e-08 5.399182690242294e-08
6.543189129712969 2.22191 0.03231253243531792 -1.6460496737208393e-06 -1.3697916666666666e-06 0.30547749999999996 6.853890746512277e-08 6.354224838792591e-08
5.45559478116852 2.10197 0.0397068660464446 -8.552000862371333e-07 3.815972222222222e-06 0.2754925 8.631604149039255e-08 7.450960249073053e-08
4.548777947003778 1.9809549999999998 0.053971832048945914 -8.576057123587562e-07 1.749305555555556e-06 0.24523875 9.035303370293015e-08 8.718874085835633e-08
3.79269019073225 1.83776 0.07170851032527473 8.497874274634797e-07 -8.649305555555553e-07 0.20944 1.3581698116644982e-07 1.312939585995981e-07
3.1622776601683795 1.6916149999999999 0.09200722366666986 1.938333247498087e-06 -3.114930555555556e-06 0.17290375 1.8026551051112994e-07 1.7905771195672636e-07
3.1622776601683795 1.6911850000000002 0.07985127699999431 -8.431719556290154e-07 2.5125e-06 0.17279624999999998 1.5517318383807109e-07 1.7580709662827789e-07
2.801356761198868 1.590645 0.08125344743493822 7.938566201357353e-07 3.41875e-06 0.14766125 1.5138522649156858e-07 1.8901019753195175e-07
2.481628922836826 1.492965 0.10056717854678801 2.239637919231423e-06 2.0791666666666665e-06 0.12324125000000001 2.0742491151086102e-07 2.3424073797998677e-07
2.1983926488622894 1.4092250000000002 0.09540242197582519 6.224557589700655e-07 7.774305555555554e-07 0.10230625 3.4097331006992813e-07 2.1560528830877365e-07
1.9474830399087562 1.325565 0.11308352341777783 1.9004446360825175e-06 1.604166666666667e-06 0.08139124999999998 2.799844308688317e-07 2.938713903449065e-07
1.7252105499420407 1.250415 0.11596649234321871 -4.508744758452733e-06 -1.2781250000000004e-06 0.06260375 4.1256563317632016e-07 4.174044536240207e-07
1.5283067326587692 1.19696 0.10917160145496967 -7.204248827731798e-06 -2.307291666666667e-06 0.04924 3.2457329477724663e-07 4.3786070990865053e-07
1.353876180022544 1.13662 0.11536586941892704 -4.355987499729645e-06 1.9322916666666668e-06 0.034155 5.303281697720317e-07 4.0505620347648366e-07
1.1993539462092344 1.09417 0.08251577917296823 -6.077212989751216e-06 -4.887152777777778e-06 0.023542500000000004 5.967285916677866e-07 4.5232111131469664e-07
1.0624678308940414 1.059735 0.0731111502143929 4.238111819770095e-06 -2.2843749999999996e-06 0.01493375 4.2863299030112306e-07 5.189828644232567e-07
0.9412049672680668 1.036905 0.05621175840326492 3.001018586725241e-06 -7.405555555555555e-06 0.009226250000000002 5.884946139066523e-07 5.849703804431437e-07
0.8337822234717891 1.022175 0.04630262306657856 3.31074294988426e-06 -1.0102430555555556e-05 0.005543750000000001 5.742474290030043e-07 1.047300952143094e-06
0.7386199822079362 1.011145 0.026331128397277113 -3.634901069773018e-06 1.0388888888888887e-06 0.00278625 8.095086959653695e-07 1.0254076291718782e-06
0.6543189129712969 1.006775 0.01997800965553388 -8.479832078722642e-07 -6.243055555555555e-07 0.0016937500000000002 1.0375238601803646e-06 7.952154922368238e-07
0.5796393953384968 1.00234 0.009295899561291192 1.9479557519845813e-06 6.948958333333334e-06 0.000585 1.0350446213278888e-06 1.1921918324081994e-06
0.5134832907437552 1.001005 0.004925427685421103 4.438380194395249e-06 -1.3333333333333363e-07 0.00025124999999999995 1.4162323196361733e-06 1.5065980526949296e-06
0.45487779470037776 1.00042 0.002721648554040432 -5.292377467571555e-07 -4.6888888888888895e-06 0.00010499999999999999 1.2988317502097037e-06 1.772871991658867e-06
0.4029611320200402 1.000025 0.00020476953019689923 -4.222475249979544e-06 5.621527777777782e-07 6.25e-06 1.4579091249483354e-06 1.430195505948063e-06
0.35696988468260654 1.00015 0.001545977141555226 -4.5887318269967265e-07 2.700347222222223e-06 3.7500000000000003e-05 2.258530458169332e-06 2.122776830297722e-06
0.31622776601683794 1.0 0.0 -1.9912570221738023e-06 -2.957291666666667e-06 0.0 2.5429588650101104e-06 2.103783314639637e-06
0.31622776601683794 1.0 0.0 1.941941686680524e-06 -7.955902777777777e-06 0.0 1.6702419859581838e-06 1.7980240601943011e-06
0.2154434690031884 1.0 0.0 1.3802279872814495e-06 -3.393402777777778e-06 0.0 3.0170145602774613e-06 2.7741138411451213e-06
0.14677992676220697 1.0 0.0 -7.41053126766101e-06 1.3111111111111115e-06 0.0 4.630622482327397e-06 4.392403738683949e-06
0.1 1.0 0.0 -2.6708464015324246e-06 2.9996527777777786e-06 0.0 5.848834717881943e-06 6.895066086516203e-06
0.06812920690579616 1.0 0.0 -8.137030356391282e-07 1.2413194444444444e-06 0.0 7.253804039080843e-06 1.0032538327211961e-05
0.046415888336127795 1.0 0.0 4.738482053067771e-06 -3.117013888888889e-06 0.0 1.3799073389002489e-05 1.2233135357678275e-05
0.03162277660168379 1.0 0.0 -2.0351596988934306e-06 3.0715277777777774e-06 0.0 2.9005340496537515e-05 1.917200502236802e-05
0.021544346900318846 1.0 0.0 3.6228729391649015e-06 4.074305555555556e-06 0.0 2.9429837345898676e-05 3.0970499486183395e-05
0.014677992676220698 1.0 0.0 5.399427829983812e-06 -1.5965277777777776e-06 0.0 3.860417067062446e-05 5.2680578016835544e-05
0.01 1.0 0.0 -6.4188118990217445e-06 2.7565972222222224e-06 0.0 6.60019562065972e-05 7.600223204571758e-05
