# T E Cv Mx My rho_m chi_x chi_y
3.1622776601683795 1.8873403593749762 0.08072966791192691 0.0 0.0 0.21004328125000002 0.0 0.0
2.3263050671536263 1.686013843750016 0.08366520932544033 0.0 0.0 0.15843625 0.0 0.0
1.7113283041617808 1.4688270468750069 0.10929947669960577 0.0 0.0 0.10377632812500001 0.0 0.0
1.258925411794167 1.2786275312499833 0.0884930047512354 0.0 0.0 0.059643046874999994 0.0 0.0
0.9261187281287935 1.1064013437500073 0.24438967399494615 0.0 0.0 0.028291328125 0.0 0.0
0.6812920690579614 0.9471560000000018 1.015203053055923 0.0 0.0 0.010108437500000001 0.0 0.0
0.5011872336272722 0.8193621796874926 0.6580902232536162 0.0 0.0 0.002552578125 0.0 0.0
0.3686945064519575 0.7240828046875002 0.33872021467331703 0.0 0.0 0.0005239843750000001 0.0 0.0
0.27122725793320285 0.6562316484374893 0.5769377353283852 0.0 0.0 0.00016085937500000003 0.0 0.0
0.19952623149688797 0.6184223203124821 0.11520655506841847 0.0 0.0 0.0 0.0 0.0
