# T E Cv Mx My rho_m chi_x chi_y
100.0 2.9358665000000985 0.0001738389689258426 5.956330277139639e-06 7.388888888888885e-07 0.48305000000000003 5.9491899722222224e-08 5.590151027777778e-08
83.37822234717892 2.9354349999999902 0.0002505822944001977 5.47520505281495e-06 7.72222222222222e-07 0.4832 7.206992455923665e-08 6.52367122820518e-08
69.51927961775606 2.9299594999999936 0.000349672133723521 -6.11029034892354e-06 -9.833333333333346e-07 0.48255 8.571354281522308e-08 8.198613903096781e-08
57.963939533849675 2.919000999999996 0.000524195472264088 -2.68467875173176e-06 2.3388888888888896e-06 0.47905000000000003 1.0852348739059785e-07 9.495890474712532e-08
48.32930238571752 2.9119644999999896 0.0006791745629711492 -1.4626206819470524e-06 3.655555555555556e-06 0.47725 1.1329502109576212e-07 1.2006883276760906e-07
40.296113202004 2.8661660000000095 0.0010065161517318487 2.6269437248127963e-06 1.2794444444444445e-05 0.464855 1.4307381483636908e-07 1.396867999063473e-07
33.59818286283783 2.8473429999999866 0.0013899931276742485 -4.907477288111819e-06 1.2444444444444432e-06 0.46069499999999997 1.7501599620580724e-07 1.6416943407875665e-07
28.013567611988687 2.8150355000000298 0.001983400530263895 -1.0469284881305211e-05 -5e-06 0.4515600000000001 2.0642800549309858e-07 2.168558996679734e-07
23.357214690901223 2.7776154999999862 0.002938822718638572 2.347891094704478e-06 3.7555555555555557e-06 0.44234 2.7367758985031524e-07 2.3875207850565793e-07
19.474830399087562 2.7482229999999737 0.004169417474604418 -5.5906751066528776e-06 -7.249999999999999e-06 0.433445 2.8514360288425053e-07 2.9581343288386724e-07
16.237767391887218 2.696453499999968 0.0051967474922504555 -9.247226811520506e-06 -1.2611111111111121e-06 0.42130000000000006 3.882144247815299e-07 3.7838995451336563e-07
13.538761800225446 2.648137999999958 0.007765483419736751 -2.8290163190291646e-06 5.6e-06 0.40907000000000004 4.669095203131881e-07 4.4973198524852046e-07
11.288378916846895 2.5809915000000063 0.010845332154339351 4.416729559300639e-06 5.205555555555555e-06 0.39102 5.487042142153263e-07 5.187406509750136e-07
9.41204967268067 2.50639 0.014280145092857684 1.1104370177413803e-05 -5.1333333333333356e-06 0.371875 6.977234627171832e-07 6.511454357252323e-07
7.847599703514615 2.423000999999973 0.019493476559025506 -8.044413750708785e-06 -6.444444444444446e-06 0.35039 8.513328671139339e-07 8.116688022452455e-07
6.543189129712969 2.3377455000000125 0.025370939616443575 -7.418950959086691e-06 1.4166666666666652e-06 0.32876 9.5673512365456e-07 1.0115310021151336e-06
5.45559478116852 2.2396019999999974 0.03660691872471971 2.4152486261099353e-06 1.7166666666666664e-06 0.30134500000000003 1.3614922423969495e-06 1.2257863647659129e-06
4.548777947003778 2.128203500000021 0.04441483684984014 -9.526279441628834e-07 6.705555555555556e-06 0.27260500000000004 1.4502319925070804e-06 1.5819249820629348e-06
3.79269019073225 1.9987364999999842 0.0544176020287682 7.2746133917892845e-06 1.431111111111111e-05 0.23916 1.808658026515782e-06 1.9516593074748375e-06
3.1622776601683795 1.88933449999999 0.07458489203250065 -5.22501993616611e-06 4.438888888888889e-06 0.21045499999999998 2.4965053457427814e-06 2.423381030379349e-06
3.1622776601683795 1.8903045000000227 0.067524085932501 7.014805770653953e-06 1.2427777777777777e-05 0.210065 2.5695136230842947e-06 2.611168298069772e-06
2.801356761198868 1.811734500000006 0.08592305407172277 9.430054396763887e-06 -2.1e-06 0.18974000000000002 2.7395415820043513e-06 2.875832406332927e-06
2.481628922836826 1.7241579999999979 0.09302856194736882 -9.218359298061025e-06 1.0888888888888903e-06 0.166845 3.1204217143494943e-06 3.1237158320568402e-06
2.1983926488622894 1.63671550000001 0.10694599890281024 9.67061700892623e-06 1.6405555555555555e-05 0.14562 3.181516064201462e-06 3.458561347777175e-06
1.9474830399087562 1.5598199999999955 0.11751382200662604 -6.1872703848154905e-06 2.847222222222222e-05 0.126575 4.1451873042244555e-06 3.981227915060999e-06
1.7252105499420407 1.478108500000015 0.12279987699458983 -2.3151745794503993e-05 4.188888888888888e-06 0.10567000000000001 4.236892901900525e-06 4.959112811493164e-06
1.5283067326587692 1.40213749999998 0.1453381996172831 -2.819393814542673e-06 -1.5327777777777778e-05 0.08739000000000001 4.876496198676521e-06 5.471935291253794e-06
1.353876180022544 1.3154275000000175 0.15230343476893857 -2.771281292110205e-06 -9.822222222222222e-06 0.06782 6.256050846600451e-06 5.686677481139365e-06
1.1993539462092344 1.2534860000000017 0.1732429671892583 -2.790526301083191e-06 -1.4633333333333336e-05 0.055220000000000005 6.741497530584781e-06 5.439518363561278e-06
1.0624678308940414 1.1782030000000032 0.18870030964508083 -4.926722297084809e-06 -9.022222222222223e-06 0.03903000000000001 6.764906937419361e-06 6.713498461544951e-06
0.9412049672680668 1.0988459999999973 0.21454667698442603 7.794228634059949e-07 2.5394444444444444e-05 0.028660000000000005 7.18982130685082e-06 6.431235429038574e-06
0.8337822234717891 1.036285000000005 0.20486426204319588 -1.7734275768608005e-05 -8.972222222222223e-06 0.0201 7.173247699816222e-06 6.073148310559035e-06
0.7386199822079362 0.9733564999999993 0.24677941145798582 2.6750562472452645e-06 -1.7733333333333335e-05 0.01324 6.113003525924702e-06 8.667354042808217e-06
0.6543189129712969 0.9116115000000069 0.23640269624617213 6.793488167464596e-06 -1.7822222222222225e-05 0.007745 6.212123829117283e-06 8.441018311460928e-06
0.5796393953384968 0.8573005000000025 0.21533825292586314 -9.14137926216908e-07 -1.023888888888889e-05 0.00454 6.92044131045323e-06 6.834347329670887e-06
