# T E Cv Mx My rho_m chi_x chi_y
100.0 2.937212999999988 0.00021750053841327707 1.1492878796055986e-06 9.614583333333333e-07 0.48489374999999996 3.401102773437499e-09 2.9289332161458334e-09
83.37822234717892 2.9223134999999743 0.0003031858366900177 7.81227082997212e-07 -1.7045138888888886e-06 0.48140999999999995 3.846129249068973e-09 3.860843409824538e-09
69.51927961775606 2.9011832500000234 0.0004100254589736494 -8.299410119600883e-08 -4.347222222222224e-07 0.47659124999999997 5.419590680486926e-09 6.013270973206858e-09
57.963939533849675 2.906531250000013 0.0006699439755359551 3.322771080492377e-06 8.364583333333334e-07 0.477795 5.817856065630744e-09 6.907498235289766e-09
48.32930238571752 2.865580250000035 0.0009827206518561616 1.1372597489974815e-06 3.357638888888888e-07 0.4681575 7.706552551104453e-09 6.742572952467176e-09
40.296113202004 2.8428390000000405 0.0012664799050888594 1.6779242198323498e-06 -2.8263888888888864e-07 0.462585 9.414850984258183e-09 9.318866316744757e-09
33.59818286283783 2.8159719999999333 0.0017757689067367766 6.77183753236998e-07 1.2375e-06 0.45636374999999996 1.2292281383025067e-08 1.1598753310949358e-08
28.013567611988687 2.7824959999999708 0.002441081863976279 -8.82263380105397e-07 -1.1121527777777777e-06 0.44780125 1.282200362743071e-08 1.2764332012876353e-08
23.357214690901223 2.7383400000000613 0.0034191234774969617 -2.293163100437545e-06 -5.732638888888888e-07 0.43739375 1.9052282811614143e-08 1.5691332236215573e-08
19.474830399087562 2.701720999999957 0.005962523980276523 -6.435049875342723e-08 2.1354166666666655e-07 0.42914749999999996 2.027426707546144e-08 1.7665517311778305e-08
16.237767391887218 2.630848499999963 0.00718467295238865 4.463639268672293e-06 1.4715277777777777e-06 0.412615 2.4619866468236953e-08 2.675510637520274e-08
13.538761800225446 2.5502470000000237 0.010139242898102446 -2.3545065665389416e-06 -1.0729166666666661e-07 0.39402625 3.034877864353863e-08 3.2637840126192556e-08
11.288378916846895 2.471113250000008 0.01467232683344275 1.3669970436125204e-06 -2.1940972222222222e-06 0.37525875 3.752812675445519e-08 3.628542464403037e-08
9.41204967268067 2.3831055000000063 0.01934754940420192 1.147483660014381e-06 1.9895833333333337e-06 0.35499125000000004 4.27993554784854e-08 4.897495730826207e-08
7.847599703514615 2.2674217499999982 0.026820451380371795 3.626481378347337e-07 1.3406250000000002e-06 0.32834500000000005 5.612375991248024e-08 5.7348691880915096e-08
6.543189129712969 2.140822249999965 0.04033108255056624 -4.203831647536964e-07 2.7975694444444448e-06 0.29859500000000005 7.349864541994569e-08 8.107407968438654e-08
5.45559478116852 2.0053029999999965 0.050240059172821074 4.1887964842768154e-06 2.3968749999999994e-06 0.26830000000000004 1.1487178536859487e-07 1.0459410622104326e-07
4.548777947003778 1.8582037499999902 0.05910499928869174 -3.2115108723672935e-06 -1.9666666666666663e-06 0.23472625 1.251256014296747e-07 1.2998349907661102e-07
3.79269019073225 1.6841840000000041 0.0817632389404997 2.5956705852316926e-06 -2.8055555555555535e-07 0.19842625 1.8164191805509055e-07 1.9668817331255064e-07
3.1622776601683795 1.5021580000000052 0.09510588047999774 4.861168985270567e-06 2.2315972222222215e-06 0.15885875 2.8196524396267156e-07 3.1197642733508404e-07
3.1622776601683795 1.506430000000021 0.10047741466666049 1.9214938646467235e-06 -1.781597222222222e-06 0.159995 2.588678339752063e-07 2.814713899807703e-07
2.801356761198868 1.3818785000000013 0.11527771962701333 3.7822456697224534e-06 -2.7649305555555545e-06 0.13438375 2.9639136380456117e-07 3.464444701672916e-07
2.481628922836826 1.2657782499999903 0.1585187945205669 -1.606356842714051e-06 3.163194444444443e-07 0.11102250000000001 4.391786207809243e-07 5.50833880371025e-07
2.1983926488622894 1.1469004999999752 0.14784210503684375 2.730385648042605e-06 -3.6020833333333335e-06 0.08890625 5.523954597846849e-07 4.2092149137377536e-07
1.9474830399087562 1.0252952500000052 0.1681448509952035 -4.2465315111957785e-06 1.3378472222222222e-06 0.06758625 6.906653980075468e-07 7.311191118377525e-07
1.7252105499420407 0.907750250000004 0.1686960841727084 -4.6771385869663745e-06 1.370451388888889e-05 0.05074 1.0027581083825667e-06 6.271470191431756e-07
1.5283067326587692 0.8014322500000003 0.2105673747920336 3.223539002975399e-07 1.662777777777778e-05 0.0357825 5.888622302575756e-07 1.0739754598021519e-06
1.353876180022544 0.6844567500000025 0.24352563993374407 -2.4118206088866176e-05 -3.5274305555555544e-06 0.023907500000000005 5.558276744001633e-06 3.169515449848064e-06
1.1993539462092344 0.5976437499999993 0.19200543379405063 -2.9191671579370052e-05 -1.3612847222222224e-05 0.0142725 5.1290285296077936e-06 2.8830261618618498e-06
1.0624678308940414 0.485165250000001 0.29981052031593186 0.00011938220331821525 -3.931145833333333e-05 0.0076412500000000005 5.863244095056601e-06 9.869948736701181e-06
